1.01489	0.554329	4.89281	1477010443050000	0.859997	0.600045	5.19975	0.00179686
1.04751	0.38924	4.51132	1477010443150000	1.37996	0.600629	5.19898	0.0107781
1.6983	0.29828	5.20999	1477010443250000	1.89982	0.60247	5.19766	0.0269323
2.04438	0.276002	5.04387	1477010443350000	2.41954	0.606284	5.19573	0.0502389
2.99092	0.217668	5.19181	1477010443450000	2.93904	0.612786	5.19309	0.080668
3.59388	0.135452	5.16175	1477010443550000	3.45825	0.622685	5.18963	0.11818
4.25555	0.16484	5.43333	1477010443650000	3.97708	0.636689	5.18519	0.162724
4.67026	0.14818	5.12085	1477010443750000	4.49542	0.655498	5.17962	0.214238
5.25142	0.127163	4.82591	1477010443850000	5.01315	0.679804	5.1727	0.272649
5.26729	0.121683	5.42351	1477010443950000	5.53013	0.710295	5.16422	0.337868
5.90575	0.0633	4.87968	1477010444050000	6.04618	0.747647	5.15393	0.409793
6.67392	0.125614	5.00687	1477010444150000	6.5611	0.792523	5.14157	0.488305
7.31844	0.0862923	4.64911	1477010444250000	7.07469	0.845578	5.12685	0.573269
8.12494	0.101047	5.46424	1477010444350000	7.58668	0.907449	5.10946	0.664531
8.45095	0.104862	4.75054	1477010444450000	8.0968	0.978759	5.08907	0.761915
8.57549	0.165312	5.5806	1477010444550000	8.60472	1.06011	5.06537	0.865226
9.94666	0.115056	5.2408	1477010444650000	9.1101	1.15208	5.03798	0.974245
10.216	0.14981	5.31165	1477010444750000	9.61255	1.25524	5.00656	1.08873
10.6781	0.162309	4.80661	1477010444850000	10.1117	1.37011	4.97074	1.20841
11.0406	0.154906	4.56401	1477010444950000	10.6069	1.49721	4.93014	1.33298
11.5668	0.123838	5.14205	1477010445050000	11.0979	1.637	4.8844	1.46213
11.5791	0.133321	4.86948	1477010445150000	11.584	1.78992	4.83313	1.59551
12.3248	0.175289	5.27755	1477010445250000	12.0647	1.95639	4.77598	1.73273
12.6709	0.140728	5.31674	1477010445350000	12.5394	2.13677	4.71257	1.87338
13.4856	0.198883	5.44642	1477010445450000	13.0075	2.33137	4.64258	2.01701
13.0871	0.241065	4.51275	1477010445550000	13.4682	2.54047	4.56565	2.16317
14.0988	0.19551	4.80612	1477010445650000	13.9208	2.7643	4.48147	2.31134
14.8371	0.194676	5.23337	1477010445750000	14.3646	3.00303	4.38974	2.46099
15.2004	0.263587	5.15707	1477010445850000	14.7989	3.25679	4.29021	2.61157
15.9183	0.263598	4.66589	1477010445950000	15.2228	3.52563	4.18263	2.76249
16.089	0.213597	4.78562	1477010446050000	15.6355	3.80957	4.06678	2.91315
16.8729	0.252565	4.40994	1477010446150000	16.0363	4.10854	3.94251	3.0629
17.3477	0.261345	4.72541	1477010446250000	16.4242	4.42242	3.80966	3.21109
17.6757	0.292764	3.91006	1477010446350000	16.7983	4.75103	3.66817	3.35704
17.9537	0.261769	4.23232	1477010446450000	17.1579	5.09409	3.51797	3.50008
18.2733	0.262734	4.05972	1477010446550000	17.5019	5.45128	3.35907	3.63949
18.9222	0.326645	3.86213	1477010446650000	17.8297	5.82221	3.19151	3.77458
19.3547	0.35846	4.07937	1477010446750000	18.1402	6.20641	3.01542	3.90462
19.6966	0.364545	3.87628	1477010446850000	18.4328	6.60333	2.83093	4.0289
20.1556	0.367622	4.11203	1477010446950000	18.7064	7.01237	2.63825	4.14672
19.9701	0.379671	3.50583	1477010447050000	18.9604	7.43283	2.43767	4.25737
20.7779	0.37828	3.78648	1477010447150000	19.1939	7.86397	2.22949	4.36017
20.7048	0.405728	3.77514	1477010447250000	19.4062	8.30497	2.01409	4.45445
21.3856	0.401578	3.38244	1477010447350000	19.5966	8.75494	1.7919	4.53956
21.7806	0.450652	3.22397	1477010447450000	19.7645	9.21294	1.56341	4.61488
21.9129	0.461931	2.96707	1477010447550000	19.9093	9.67795	1.32916	4.67984
22.3983	0.541745	3.37282	1477010447650000	20.0303	10.1489	1.08972	4.73389
22.4479	0.502078	2.77693	1477010447750000	20.1271	10.6247	0.845742	4.77652
23.0204	0.565755	3.01803	1477010447850000	20.1993	11.1041	0.597892	4.80727
22.776	0.567455	2.08835	1477010447950000	20.2466	11.5861	0.346889	4.82575
23.2786	0.540021	3.0094	1477010448050000	20.2687	12.0692	0.093487	4.83159
23.5919	0.557529	1.9646	1477010448150000	20.2652	12.5522	-0.161529	4.82451
24.2413	0.530035	2.16265	1477010448250000	20.2363	13.0339	-0.417348	4.80428
24.0255	0.59787	2.13842	1477010448350000	20.1818	13.5129	-0.673135	4.77072
24.4284	0.587035	1.74881	1477010448450000	20.1017	13.9878	-0.928043	4.72374
24.3813	0.632018	1.7308	1477010448550000	19.9962	14.4573	-1.18121	4.66331
24.5168	0.60859	1.71283	1477010448650000	19.8655	14.9202	-1.43177	4.58944
25.2206	0.654048	0.480334	1477010448750000	19.7099	15.3749	-1.67887	4.50226
25.0031	0.647734	1.13996	1477010448850000	19.5298	15.8203	-1.92164	4.40193
24.9602	0.695945	1.21175	1477010448950000	19.3257	16.2549	-2.15925	4.28868
25.3368	0.698647	0.722698	1477010449050000	19.0981	16.6777	-2.39087	4.16284
25.8559	0.754598	-0.0612346	1477010449150000	18.8477	17.0872	-2.61571	4.02476
