0.312243	0.58034	1477010443000000	0.6	0.6	5.19994	0
1.17385	0.481073	1477010443100000	1.11998	0.600225	5.19943	0.00538996
1.65063	0.62469	1477010443200000	1.6399	0.601347	5.19839	0.0179597
2.18882	0.648739	1477010443300000	2.1597	0.604086	5.19678	0.0376932
2.65526	0.66598	1477010443400000	2.67932	0.609155	5.1945	0.0645654
3.01222	0.637046	1477010443500000	3.19869	0.617267	5.19147	0.0985415
3.89365	0.311793	1477010443600000	3.71772	0.62913	5.18754	0.139576
4.30935	0.578564	1477010443700000	4.23632	0.645449	5.18256	0.187614
4.35143	0.899174	1477010443800000	4.75437	0.666921	5.17634	0.242587
5.51894	0.648233	1477010443900000	5.27175	0.694234	5.16867	0.304413
6.022	0.708619	1477010444000000	5.78828	0.728072	5.15932	0.372999
6.34249	0.948833	1477010444100000	6.30379	0.769103	5.14803	0.448233
6.78214	0.714036	1477010444200000	6.81808	0.817988	5.13452	0.52999
7.13735	0.957217	1477010444300000	7.3309	0.875373	5.11851	0.618123
7.80533	0.719126	1477010444400000	7.84199	0.941886	5.09966	0.712469
8.24796	0.840322	1477010444500000	8.35106	1.01814	5.07766	0.812843
8.74615	1.04858	1477010444600000	8.85775	1.10473	5.05216	0.919037
9.25579	1.04913	1477010444700000	9.36172	1.20223	5.0228	1.03082
10.0484	1.44598	1477010444800000	9.86254	1.31118	4.98922	1.14794
10.2492	1.45907	1477010444900000	10.3598	1.4321	4.95106	1.2701
10.7313	1.45265	1477010445000000	10.853	1.56549	4.90794	1.39701
11.587	1.61462	1477010445100000	11.3416	1.71179	4.85948	1.52832
11.7788	1.74591	1477010445200000	11.8251	1.87144	4.80531	1.66366
12.3226	1.78353	1477010445300000	12.3029	2.04482	4.74508	1.80265
12.5924	2.17509	1477010445400000	12.7743	2.23227	4.67842	1.94485
13.0875	2.40708	1477010445500000	13.2388	2.43409	4.605	2.08981
13.836	2.62479	1477010445600000	13.6955	2.65053	4.52448	2.23703
14.2106	2.94205	1477010445700000	14.1439	2.88179	4.43656	2.38601
14.4616	2.90734	1477010445800000	14.583	3.12802	4.34097	2.5362
15.0261	3.5067	1477010445900000	15.0122	3.38932	4.23744	2.68703
15.5236	3.82936	1477010446000000	15.4306	3.66572	4.12575	2.83789
15.9774	4.00094	1477010446100000	15.8375	3.95719	4.00571	2.98817
16.3313	4.44499	1477010446200000	16.2319	4.26363	3.87716	3.13723
16.6039	4.67344	1477010446300000	16.613	4.5849	3.74	3.28438
16.9955	5.21099	1477010446400000	16.9799	4.92077	3.59416	3.42897
17.2894	5.43542	1477010446500000	17.3319	5.27094	3.4396	3.57028
17.7853	5.62476	1477010446600000	17.6679	5.63506	3.27637	3.70762
18.1263	6.16985	1477010446700000	17.9872	6.01269	3.10453	3.84027
18.2164	6.66138	1477010446800000	18.2888	6.40332	2.92421	3.96753
18.5422	6.76013	1477010446900000	18.572	6.80638	2.7356	4.08867
19.1441	7.18344	1477010447000000	18.8359	7.22122	2.53893	4.20299
19.0138	7.8688	1477010447100000	19.0798	7.64712	2.3345	4.3098
19.132	8.12845	1477010447200000	19.3028	8.08329	2.12266	4.40842
19.347	8.30741	1477010447300000	19.5042	8.5289	1.90381	4.49819
20.0039	8.8906	1477010447400000	19.6835	8.983	1.67841	4.57848
20.1574	9.45949	1477010447500000	19.8398	9.44463	1.44697	4.64869
20.1573	9.90876	1477010447600000	19.9728	9.91275	1.21005	4.70826
20.166	10.4687	1477010447700000	20.0818	10.3863	0.968259	4.75666
20.371	11.0109	1477010447800000	20.1663	10.864	0.722256	4.7934
20.3164	11.3483	1477010447900000	20.2261	11.3449	0.472738	4.81807
20.6141	11.9422	1477010448000000	20.2608	11.8275	0.220439	4.83027
20.3263	12.4966	1477010448100000	20.2701	12.3108	-0.0338694	4.82968
20.498	12.8924	1477010448200000	20.254	12.7933	-0.28939	4.81605
20.1943	13.1688	1477010448300000	20.2122	13.2738	-0.545298	4.78918
20.3245	13.8896	1477010448400000	20.1449	13.7509	-0.800753	4.74892
20.1216	14.337	1477010448500000	20.0521	14.2233	-1.0549	4.69521
19.781	14.773	1477010448600000	19.934	14.6897	-1.30687	4.62805
20.0208	15.2053	1477010448700000	19.7908	15.1486	-1.55581	4.54751
19.9131	15.554	1477010448800000	19.6229	15.5989	-1.80085	4.45372
19.4748	16.0098	1477010448900000	19.4307	16.039	-2.04114	4.3469
19.238	16.2719	1477010449000000	19.2148	16.4679	-2.27586	4.22731
19.0029	16.8387	1477010449100000	18.9757	16.8841	-2.50418	4.0953
18.6148	17.3832	1477010449200000	18.7142	17.2866	-2.72534	3.95127
18.1023	17.5529	1477010449300000	18.4309	17.674	-2.93858	3.79568
18.2094	18.0461	1477010449400000	18.1268	18.0453	-3.14318	3.62906
17.9018	18.2183	1477010449500000	17.8026	18.3994	-3.3385	3.45199
17.3845	18.7039	1477010449600000	17.4595	18.7353	-3.5239	3.26509
17.1762	18.8863	1477010449700000	17.0983	19.0521	-3.69883	3.06904
16.5734	19.052	1477010449800000	16.7201	19.3488	-3.86278	2.86455
16.2338	19.6171	1477010449900000	16.3262	19.6246	-4.01531	2.65237
15.9243	19.8703	1477010450000000	15.9176	19.8789	-4.15602	2.43329
15.4332	20.1836	1477010450100000	15.4956	20.111	-4.28461	2.2081
15.2016	20.4385	1477010450200000	15.0613	20.3203	-4.4008	1.97763
14.6665	20.6088	1477010450300000	14.6161	20.5063	-4.50443	1.74272
14.0521	20.5924	1477010450400000	14.1611	20.6686	-4.59537	1.50421
13.4686	20.7253	1477010450500000	13.6977	20.807	-4.67357	1.26294
13.1072	20.8294	1477010450600000	13.2271	20.9211	-4.73904	1.01975
12.8729	21.0592	1477010450700000	12.7506	21.0108	-4.79186	0.775469
12.2062	21.11	1477010450800000	12.2695	21.0761	-4.83219	0.530912
11.6814	20.8651	1477010450900000	11.785	21.117	-4.86022	0.286869
